original_img_file,new_img_file,phrase
4121.jpg,542.jpg,the first Cold-Eeze box from left to right on the top shelf
4121.jpg,543.jpg,the second Cold-Eeze box from left to right on the top shelf
4121.jpg,544.jpg,the Sambucol For Kids
4121.jpg,545.jpg,the Centrum box
4121.jpg,546.jpg,the first Sambucol bottle from right to left on the top shelf
3568.jpg,547.jpg,the Emergen-C box
3568.jpg,548.jpg,the Immune Support box
2712.jpg,549.jpg,the Claritin chewables box
2712.jpg,550.jpg,the Zyrtec box
2712.jpg,551.jpg,the Silarx box
1323.jpg,552.jpg,the Align box
1323.jpg,553.jpg,the box with logo of Schiff
1323.jpg,554.jpg,the Unisom sleeptabs box
1323.jpg,555.jpg,the Sominex box
3006.jpg,556.jpg,the ZzzQuil box
3006.jpg,557.jpg,the Digestive Advantage box in the lower left corner
3006.jpg,558.jpg,the shorter AZO box
3006.jpg,559.jpg,the FlorastorKids box
4407.jpg,560.jpg,the Ecotrin box in the lower left corner
454.jpg,561.jpg,the shortest Advil box
3669.jpg,562.jpg,the TheraZinc bottle
3669.jpg,563.jpg,the Nature's Blend bottle
3669.jpg,564.jpg,the 21st Century bottle
3669.jpg,565.jpg,the Sambucus box
3143.jpg,566.jpg,the box above the tag of 5.00
3218.jpg,567.jpg,The bottle above the price tag of 16.69
3218.jpg,568.jpg,the Ozark lutein bottle
3195.jpg,569.jpg,the bottle which was marked with 5mg*/500mg
3195.jpg,570.jpg,the bottle which was marked with 10mg*/325mg
1428.jpg,571.jpg,the TopCare pain relief bottle
1428.jpg,572.jpg,the second Non-Aspirin bottle from left to right on the shelf
352.jpg,573.jpg,the Jarrow bottle
352.jpg,574.jpg,the L-Cysteine bottle
352.jpg,575.jpg,the Gold C bottle
4015.jpg,576.jpg,the Ativan bottle
4015.jpg,577.jpg,the Zopiclone bottle
3248.jpg,578.jpg,the Diphenhydramine bottle
3248.jpg,579.jpg,the Loratadine bottle
1615.jpg,580.jpg,the ACID. Boric. Cryst bottle
1615.jpg,581.jpg,the ACID. Salicyl bottle
1615.jpg,582.jpg,the Ferri Sulphas bottle
1416.jpg,583.jpg,the Ferri Sulphas bottle
1416.jpg,584.jpg,the ACID. Salicyl bottle
557.jpg,585.jpg,the College Savings bottle
557.jpg,586.jpg,the Spending bottle
557.jpg,587.jpg,the Giving bottle
2724.jpg,588.jpg,the OL Ricini bottle
2724.jpg,589.jpg,the Glycerin bottle
290.jpg,590.jpg,"the Mercury, Ammoniated Ointment bottle"
185.jpg,591.jpg,the HCL bottle
185.jpg,592.jpg,the H2SO4 bottle
2250.jpg,593.jpg,the 3M HCL bottle
2250.jpg,594.jpg,the 4M HCL bottle
4145.jpg,595.jpg,the Refucoat 80 bottle
4145.jpg,596.jpg,the Refucoat 81 bottle 
4145.jpg,597.jpg,the Refucoat 83 bottle 
4145.jpg,598.jpg,the Refucoat 84 bottle 
3541.jpg,599.jpg,the Magnesium Carbonicum Basicum bottle
3541.jpg,600.jpg,the Ammonium Chloratum bottle 
3525.jpg,601.jpg,the shorter Pluset bottle
3525.jpg,602.jpg,the taller pluset bottle
3525.jpg,603.jpg,the Pluset box
3525.jpg,604.jpg,the PMSG-intervet box
690.jpg,605.jpg,the Gel Bead Compress bag
690.jpg,606.jpg,the Benadry bottle
690.jpg,607.jpg,the Advil bottle
120.jpg,608.jpg,the Oralpadon box
120.jpg,609.jpg,the Chlorhexamed Fluid box
120.jpg,610.jpg,the Lopedium box
120.jpg,611.jpg,the Brand -und Wundgel medice
2045.jpg,612.jpg,the Pepto box
2045.jpg,613.jpg,the Polysporin bottle
385.jpg,614.jpg,the Valu Time brand bottle
385.jpg,615.jpg,the Giant Eagle bottle
385.jpg,616.jpg,the bottle of Hydrogen Peroxide Topical Solution U.S.P.
2798.jpg,617.jpg,the Witch Hazel bottle
2798.jpg,618.jpg,the Alcohol bottle
2779.jpg,619.jpg,the Diazepam bottle
2779.jpg,620.jpg,the Alprazolam bottle
2779.jpg,621.jpg,the Clonazepam tablets usp
3910.jpg,622.jpg,the Bufferin bottle
3910.jpg,623.jpg,the Bayer bottle
3418.jpg,624.jpg,the Amoxicillin bottle
3418.jpg,625.jpg,the Non-Aspirin bottle
3418.jpg,626.jpg,the Tamiflu bottle
2371.jpg,627.jpg,the Flarex bottle
2371.jpg,628.jpg,the Xibrom bottle
2371.jpg,629.jpg,the Vigamox bottle
819.jpg,630.jpg,the Watson bottle
144.jpg,631.jpg,the Pfizer bottle
144.jpg,632.jpg,the AstraZeneca bottle
144.jpg,633.jpg,the BioNTech bottle
144.jpg,634.jpg,the Moderna bottle
415.jpg,635.jpg,the Pfizer bottle
415.jpg,636.jpg,the BioNTech bottle
415.jpg,637.jpg,the Moderna bottle
565.jpg,638.jpg,the Moderna Covid-19 Vaccine bottle
565.jpg,639.jpg,the bottle which was marked with 2nd dose
2143.jpg,640.jpg,the Hydrogen Peroxide bottle
2143.jpg,641.jpg,the Isopropyl alcohol bottle
2143.jpg,642.jpg,the AmiCare bottle
2766.jpg,643.jpg,the Warm Water bottle
2766.jpg,644.jpg,the Cold bottle
2939.jpg,645.jpg,the Residual Sugar bottle
2939.jpg,646.jpg,the Ethanol bottle
2939.jpg,647.jpg,the Sulfur bottle
2939.jpg,648.jpg,the Tannin bottle
2939.jpg,649.jpg,the Acidity bottle
2329.jpg,650.jpg,the first Propofol bottle from left to right on the table
2329.jpg,651.jpg,the second Propofol bottle from left to right on the table
270.jpg,652.jpg,the  He1 bottle
270.jpg,653.jpg,the He4 bottle
270.jpg,654.jpg,the He6 bottle
270.jpg,655.jpg,the He7 bottle
2246.jpg,656.jpg,the Sofosbuyir Tablets bottle
2246.jpg,657.jpg,the bottle on the right of Sofosbuyir Tablets bottle
3701.jpg,658.jpg,the Lisinopril bottle
3701.jpg,659.jpg,the Metformin bottle
3701.jpg,660.jpg,the Fluoxeti bottle
1202.jpg,661.jpg,A bottle labeled D3
1202.jpg,662.jpg,A bottle labeled D1
3495.jpg,663.jpg,A beaker with a label that says Poly(ethylene Glyeol)200
3495.jpg,664.jpg,A beaker with a label that says Poly(ethylene Glyeol)300
3495.jpg,665.jpg,A beaker with a label that says Poly(ethylene Glyeol)400
1197.jpg,666.jpg,A box with NEOSPORIN printed on the package
1197.jpg,667.jpg,A can with LANACAN printed on the package
1557.jpg,668.jpg,A box of 1035
1557.jpg,669.jpg,A box of  number 1105
372.jpg,670.jpg,A blue box of Cough Syrup
372.jpg,671.jpg,A bigger box with STUFFY NOSE KIT on its cover
3758.jpg,672.jpg,A beaker with acid liquid
3758.jpg,673.jpg,A beaker with alkali liquid
1522.jpg,674.jpg,A bottle with 50% Isopropyl Alcohol
1522.jpg,675.jpg,A can with Plain Salt
1522.jpg,676.jpg,A bottle with 70% Isopropyl Alcohol
3703.jpg,677.jpg,A bottle with HCI 1M
2896.jpg,678.jpg,A beaker of acid liquid
2896.jpg,679.jpg,A beaker with alkali liquid
2026.jpg,680.jpg,A bottle of DUVIRAL
2026.jpg,681.jpg,A bottle with HIVIRAL LAMIVUDINE
2026.jpg,682.jpg,A bottle of Lamivudine Stavudine
3986.jpg,683.jpg,The Effluent test tube
3224.jpg,684.jpg,A bottle with 20mg outside
3224.jpg,685.jpg,A bottle with 40mg outside
33.jpg,686.jpg,the 15 mg bottle 
33.jpg,687.jpg,A bottle with 5 mg*/325 mg
33.jpg,688.jpg,A bottle with OXYCODONE HYDROCHLORIDE TABLETS USP 5 mg
33.jpg,689.jpg,A bottle with 80mg
3817.jpg,690.jpg,A bottle of MMF
3817.jpg,691.jpg,A bottle with Pure FDCA 
3817.jpg,692.jpg,A bottle with PEF 
3817.jpg,693.jpg,A bottle with Crude FDCA outside
4484.jpg,694.jpg,A bottle of Vitamin D3
4484.jpg,695.jpg,A bottle with CoQ10
2806.jpg,696.jpg,A bottle with NaCI Satura
2806.jpg,697.jpg,A bottle with Tris/HCI outside
2806.jpg,698.jpg,A bottle with CsCI 7/2/09 JH outside
3039.jpg,699.jpg,A bottle with 0.9% SODIUM CHLORIDE 
2060.jpg,700.jpg,the  Ammonium Hydrox
2060.jpg,701.jpg,A bottle with Potassium Hydroxi
2060.jpg,702.jpg,A bottle with Sodium Hydr 
2152.jpg,703.jpg,THE DISTILLED WATER 
2223.jpg,704.jpg,A cup with MnO2 
2223.jpg,705.jpg,A 100ml beaker
269.jpg,706.jpg,the Pedia Care
269.jpg,707.jpg,the TYLENOL box
4281.jpg,708.jpg,A box of NASAL SPRAY No Drip
4281.jpg,709.jpg,the NASAL SPRAY in the middle
4281.jpg,710.jpg,A box with Nose Drops printed on the outside
4281.jpg,711.jpg,THE ZADITOR
4281.jpg,712.jpg,red box of visine
4281.jpg,713.jpg,A box with Lubricant Eye Drops printed on the outside
493.jpg,714.jpg,A bottle with 1M H2SO 
493.jpg,715.jpg,A bottle with 3M H2SO4 
493.jpg,716.jpg,A bottle with 4M H2SO4 
3025.jpg,717.jpg,A bottle of Tamoxifen Citrate 
3025.jpg,718.jpg,A bottle with Anastrozole Tablets 
3025.jpg,719.jpg,A blue bottle with 20 
4247.jpg,720.jpg,A CODESAN comp box
4247.jpg,721.jpg,the TYPHERIX 
4247.jpg,722.jpg,the strepsils Menthol box
4247.jpg,723.jpg,A CUPLATON box
4230.jpg,724.jpg,The B-12 bottle
4230.jpg,725.jpg,The ZINC LOZENJETS bottle
4230.jpg,726.jpg,A bottle with C CHERRY MELTS 
1610.jpg,727.jpg,The Redoxon
1610.jpg,728.jpg,The tabcin active
1614.jpg,729.jpg,A bottle with K2CO3 
1614.jpg,730.jpg,A bottle with KOH 
1614.jpg,731.jpg,A bottle with REGISTER NR 
1710.jpg,732.jpg,B0
1710.jpg,733.jpg,B20
1710.jpg,734.jpg,B30
1710.jpg,735.jpg,B100
3722.jpg,736.jpg,A box with Paracetamol 
3722.jpg,737.jpg,A box with Difflam Oral Rinse 
3722.jpg,738.jpg,A box with Droleptan 
416.jpg,739.jpg,the halo top in the middle
378.jpg,740.jpg,The biggest reds apple ejuice
378.jpg,741.jpg,The second reds apple ejuice  from the left on the upper deck 
378.jpg,742.jpg,The fifth reds apple ejuice  from the left on the upper deck 
378.jpg,743.jpg,The seventh reds apple ejuice  from the left on the upper deck 
238.jpg,744.jpg,the red toaster pastries
238.jpg,745.jpg,the biggest cookie dough
238.jpg,746.jpg,a box of annie's toaster pastries next to the pink box of annie's
4314.jpg,747.jpg,The oat flour
4314.jpg,748.jpg,the bread
4314.jpg,749.jpg,the pizza crust
1967.jpg,750.jpg,the brownie
1967.jpg,751.jpg,the chocolate cake
1967.jpg,752.jpg,the chocolate chip cookie
1967.jpg,753.jpg,the cornbread mix
1967.jpg,754.jpg,the red mill brand masa harina
1967.jpg,755.jpg,the tapioca
1967.jpg,756.jpg,the oat flour
4139.jpg,757.jpg,the green beans on the front
4139.jpg,758.jpg,the beets
4139.jpg,759.jpg,the pomodori
461.jpg,760.jpg,the bridge pure almond
461.jpg,761.jpg,the rightmost rice drink
461.jpg,762.jpg,the rightmost provamel organic-bio
659.jpg,763.jpg,the mixed sweet peas 
659.jpg,764.jpg,the cut green beans
659.jpg,765.jpg,the carrots in the second row
659.jpg,766.jpg,the sweet peas & diced carrots
659.jpg,767.jpg,the sweet peas in the bottom right corner
99.jpg,768.jpg,the fruit cocktail in the first row 
99.jpg,769.jpg,the fruit cocktails in the second row
99.jpg,770.jpg,the sweet peas
99.jpg,771.jpg,the green beans
99.jpg,772.jpg,the collard greens in the top left corner
99.jpg,773.jpg,the collard greens in the bottom left corner
981.jpg,774.jpg,the drink to the right of the tokaji
981.jpg,775.jpg,the tokaji
2739.jpg,776.jpg,the santa luz
2871.jpg,777.jpg,the JOY
3095.jpg,778.jpg,the keber
3095.jpg,779.jpg,the rosso
3095.jpg,780.jpg,the alberello
2927.jpg,781.jpg,the bone meal on the left
2927.jpg,782.jpg,the blood meal in the middle of the image
2927.jpg,783.jpg,the bat guano
2927.jpg,784.jpg,the bag above the brown bag of blood meal
4372.jpg,785.jpg,the french fried onions
4372.jpg,786.jpg,the first the cut green beans from left to right on top
4372.jpg,787.jpg,a can of cut green beans in the upper right
4372.jpg,788.jpg,the upper one of the two cans of mushroom soup
23.jpg,789.jpg,the red can of curry sauce in the middle of the picture
23.jpg,790.jpg,the blue curry sauce in the middle of the picture
702.jpg,791.jpg,the item with a price of 4.19
702.jpg,792.jpg,the rightmost organic creamer
2249.jpg,793.jpg,the rose vino semi seco
2249.jpg,794.jpg,the bermmelo
109.jpg,795.jpg,the black pisco
109.jpg,796.jpg,the blue acholado
3839.jpg,797.jpg,the cherry pie filling & topping
3839.jpg,798.jpg,The item above the 3.88 price tag on the right
3839.jpg,799.jpg,the can above the price tag of 2.48 dollar
3463.jpg,800.jpg,the cream of chicken
3463.jpg,801.jpg,the enchilada sauce
3463.jpg,802.jpg,the chunk chicken
2825.jpg,803.jpg,the item from Philadelphia
2825.jpg,804.jpg,the gold label label emas
2825.jpg,805.jpg,the milk susu segar
0.jpg,806.jpg,the bigger box of yorkshire tea
0.jpg,807.jpg,the bushells leaf tea
0.jpg,808.jpg,the lanchoo leaf tea
45.jpg,809.jpg,the bigger box of twinings earl grey
45.jpg,810.jpg,the right most irish breakfast in the second row
45.jpg,811.jpg,the english breakfast
3381.jpg,812.jpg,the left sports water
3381.jpg,813.jpg,the right sports water
82.jpg,814.jpg,the building with the Truck sales on the wall
325.jpg,815.jpg,the PIZZA shop
325.jpg,816.jpg,the CHARLYS store
2840.jpg,817.jpg,the car with FedEx
2502.jpg,818.jpg,the building where the jean louts david is located
2502.jpg,819.jpg,the building where the federal office is located
1184.jpg,820.jpg,the Downtown deli restaurant
1184.jpg,821.jpg,the cleaners store
1184.jpg,822.jpg,the candy grocery store
1184.jpg,823.jpg,the accessories store
1184.jpg,824.jpg,the shoe repair store
1184.jpg,825.jpg,the indian restaurant
2.jpg,826.jpg,the gold and diamond store
736.jpg,827.jpg,the subway store
736.jpg,828.jpg,the variety store
736.jpg,829.jpg,the gold and diamond store
736.jpg,830.jpg,the first store on the left on the subway store
1241.jpg,831.jpg,the store which is called threading salon
1241.jpg,832.jpg,the store with a sign of we are nuts about nuts
1241.jpg,833.jpg,the store which is called golden krust
1241.jpg,834.jpg,the happy land store
3927.jpg,835.jpg,the golden krust store
3927.jpg,836.jpg,the jewelry and watch store
2615.jpg,837.jpg,the barber shop
2615.jpg,838.jpg,the domino's store
2948.jpg,839.jpg,the store which is called domino's
2948.jpg,840.jpg,the barber shop
2948.jpg,841.jpg,the shoes store
4233.jpg,842.jpg,the shoes store
4233.jpg,843.jpg,the gold genter jewelry store
3016.jpg,844.jpg,the 100 entrance 
3016.jpg,845.jpg,the car with NYPD on its door
3016.jpg,846.jpg,the car to the right of the nypd car
2448.jpg,847.jpg,the car with sea crest
737.jpg,848.jpg,the gigi store
4396.jpg,849.jpg,the store which sells eyeglasses
4396.jpg,850.jpg,the store with o'shea's
1997.jpg,851.jpg,the building where the pickles pub is located
1077.jpg,852.jpg,the mountain sun store
827.jpg,853.jpg,the common threads store
4474.jpg,854.jpg,the barnsley tire co. store
1538.jpg,855.jpg,the fresh meat and deli store
1538.jpg,856.jpg,the store DI GIULIO CHIROPRACTIC store
4349.jpg,857.jpg,the building where the grocery is located
1151.jpg,858.jpg,the DE PASADA store
824.jpg,859.jpg,the store which is called three happiness
856.jpg,860.jpg,the save-way store
856.jpg,861.jpg,the wall on the right of the save-way store
856.jpg,862.jpg,the store on the left of the save-way store
2131.jpg,863.jpg,the building which is called lulab's antique mall
2472.jpg,864.jpg,the domino's store
2472.jpg,865.jpg,the bender's store
1020.jpg,866.jpg,the store which is called framing
1020.jpg,867.jpg,the store on the right of the framing store
1937.jpg,868.jpg,the indiana repertory theatre
1461.jpg,869.jpg,the pakistan tea house
1461.jpg,870.jpg,the store on the right of the pakistan tea house
1461.jpg,871.jpg,the store with paya
1019.jpg,872.jpg,the chinatown dollar inc.
98.jpg,873.jpg,the store which is called quiznos sub
98.jpg,874.jpg,the cafe roma store
2027.jpg,875.jpg,the sakana restaurant
2027.jpg,876.jpg,the art and framing store
2027.jpg,877.jpg,the grocery store
1365.jpg,878.jpg,the chocolate moose store
1365.jpg,879.jpg,the store on the left of the chocolate moose store
4351.jpg,880.jpg,the duquesne university building
2138.jpg,881.jpg,the at&t building
3192.jpg,882.jpg,the building with a luxury lofts for rent billboard
4061.jpg,883.jpg,the car with quality vending service
4061.jpg,884.jpg,the car on the left of the canteen car
1910.jpg,885.jpg,the veterin hospital
1910.jpg,886.jpg,the store on the right of the shoegasm
1910.jpg,887.jpg,the shoegasm store
3989.jpg,888.jpg,the x27 bus
3989.jpg,889.jpg,the nyc TAXi car
2362.jpg,890.jpg,the building with 738 greenwich village on its wall
2362.jpg,891.jpg,the building on the left of the 738 greenwich village building
3375.jpg,892.jpg,the building where the 803 is located
3400.jpg,893.jpg,the right building behind the one way street sign
2788.jpg,894.jpg,the building with a greenwich st sign
1783.jpg,895.jpg,the car with a san diego billboard
1783.jpg,896.jpg,the car on the left of the car with a san diego billboard
2040.jpg,897.jpg,the building where the pastis is located
2040.jpg,898.jpg,the building with a fitch billboard
3146.jpg,899.jpg,the blue building with a sign of se vende casa.
2488.jpg,900.jpg,the facade of mandarin oriental.
2861.jpg,901.jpg,the car of tecnoricambi.
2861.jpg,902.jpg,the silver car on the right of teconoricambi car.
3902.jpg,903.jpg,the white building of number 615.
3902.jpg,904.jpg,the yellow building of state.
3868.jpg,905.jpg,the blue building of aspri.
4211.jpg,906.jpg,the skyscraper with the billboard of TOSHIBA
1274.jpg,907.jpg,the blue and white car with advertisement of newcroft training services.
1274.jpg,908.jpg,the silver car on the left of newcroft training services car
515.jpg,909.jpg,the brown building of bowring library.
3134.jpg,910.jpg,the building of chicora elementary school.
122.jpg,911.jpg,the white building of capitol.
122.jpg,912.jpg,the red building on the left of the capitol.
122.jpg,913.jpg,the blue building on the right of capitol.
684.jpg,914.jpg,the brown building of firstusa.
187.jpg,915.jpg,the brown building of puglisi gun emporium.
3517.jpg,916.jpg,the white houselet of us post office
3517.jpg,917.jpg,the brown houselet on the left of the us post office
3835.jpg,918.jpg,the yellow building of vassar.
3835.jpg,919.jpg,the brown building on the right of vassar.
2259.jpg,920.jpg,the white car of cps conway packing services ltd.
2259.jpg,921.jpg,the silver car on the right of cps conway packign services ltd.
108.jpg,922.jpg,the car in front of the trophy shop
108.jpg,923.jpg,the building of the trophy shop
2443.jpg,924.jpg,"the black building of pepsi,"
2443.jpg,925.jpg,the building of nescafe.
118.jpg,926.jpg,the apartment block of hyatt place.
2831.jpg,927.jpg,the building has a huge yellow poster saying unlimited data talk text.
2831.jpg,928.jpg,the building on the far left of the building with a huge poster saying unlimited
3460.jpg,929.jpg,the commercial building with a huge poster saying have an out of dallas experience.
3618.jpg,930.jpg,the car wash house on the left
3454.jpg,931.jpg,the blue houselet of post office.
3454.jpg,932.jpg,the white houselet with a brown roof and on the left of post office.
1455.jpg,933.jpg,the blue and white car of vialis.
1455.jpg,934.jpg,the car of shgro.
477.jpg,935.jpg,the yellow townhouse of langland road b&b.
477.jpg,936.jpg,the grey townhouse on the right of langland road b&b.
1863.jpg,937.jpg,the white houselet of gasthaus ochsen.
1863.jpg,938.jpg,the grey house on the right side of gasthaus ochseh.
1890.jpg,939.jpg,the yellow houselet of car wash.
1890.jpg,940.jpg,the yellow on the right of the car wash shop
1832.jpg,941.jpg,the building of tarver
1832.jpg,942.jpg,the brown building on the right of the building of tarver
1780.jpg,943.jpg,the yellow building of prairie point.
1156.jpg,944.jpg,the mall building of tropical cafe.
651.jpg,945.jpg,the black houselet of post office faulconbridge.
651.jpg,946.jpg,the houselet of ice cream shop
1514.jpg,947.jpg,the white and red house of wundesley post office.
1514.jpg,948.jpg,the man in white shirt in front of wundesley post office.
4430.jpg,949.jpg,the building of keck medicine of usc.
